anonymous_id,context_app_name,context_app_version,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,destination_name,elapsed,event,event_category,event_name,event_text,id,loaded_at,original_timestamp,received_at,sent_at,success,timestamp,transaction_id,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,8,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N2z6EfFsVMTxTyqfwfwAyd9beW,3/27/2023 13:40:45,<nil>,3/15/2023 10:39:47,3/15/2023 10:39:46,TRUE,3/15/2023 10:39:47,719eb8c49aefd25ffd6c87c0f7265d7c,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,2,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3cwqKI1SYDaSIDqAOUdJDV4Ag,3/27/2023 13:40:45,<nil>,3/15/2023 16:07:27,3/15/2023 16:07:26,TRUE,3/15/2023 16:07:27,2d943d4e77aeb145f77a6e8bf0a77af0,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3c7HWeESSaQq9BdRZKx2kKbaS,3/27/2023 13:40:45,<nil>,3/15/2023 16:00:36,3/15/2023 16:00:35,TRUE,3/15/2023 16:00:36,0ebd2c4f04b4758534bcc3bee3fe3a83,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,8,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N2w1eSQztNwsBEc7HidMVFZ8SY,3/27/2023 13:40:45,<nil>,3/15/2023 10:14:30,3/15/2023 10:14:29,TRUE,3/15/2023 10:14:30,5e9f13938b89e46faa697c6aa75e939f,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3dsVuu7D7e7Mg0ZyaLpYPYyer,3/27/2023 13:40:45,<nil>,3/15/2023 16:15:06,3/15/2023 16:15:05,TRUE,3/15/2023 16:15:06,eed01f9220ff7ad167e2d12389dff0a8,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3dXa4u1PfurDCFdfktgOLYWdI,3/27/2023 13:40:45,<nil>,3/15/2023 16:12:19,3/15/2023 16:12:18,TRUE,3/15/2023 16:12:19,02df821802e2d5878df9fd05aeb3c9f0,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3YFeTeKo1IkvxUocC4Ivh7W2T,3/27/2023 13:40:45,<nil>,3/15/2023 15:28:50,3/15/2023 15:28:50,TRUE,3/15/2023 15:28:50,08a0c3c1c9029096a8b3711a1fd69060,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3ZBQx4HSN025DnsRWYbkft9hp,3/27/2023 13:40:45,<nil>,3/15/2023 15:36:29,3/15/2023 15:36:28,TRUE,3/15/2023 15:36:29,f1f08b87e0495786d6b818a6333171f0,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3XoIgyVzi6YYJ0X8kxtZ5yQ64,3/27/2023 13:40:45,<nil>,3/15/2023 15:25:11,3/15/2023 15:25:11,TRUE,3/15/2023 15:25:11,145dda7f33bdfbdafa617676cd222eef,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3dfS7FkGCejSQjC2T6f9Vr44x,3/27/2023 13:40:45,<nil>,3/15/2023 16:13:21,3/15/2023 16:13:21,TRUE,3/15/2023 16:13:21,db08a3132a23ccf87b3142e7dc52adc0,3/27/2023 13:40:45
